"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013",
"Austria","AUT","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.2988091288345","1.23237184250604","1.19733665316345","1.15930695287425","1.10838166451362","1.12258985044667","1.10573747681293","1.07211783703213","1.04729691447942","1.04166120178829","1.01244692241798","1.0006702181995","1.00252505842563","0.933235941284903","0.906456031980603","0.938239077166","0.919440991806707","0.880757597021545","0.812633138406514","0.933144318753721","0.904704564533385","0.869209339417953","0.852137476748833","0.819742166392809","0.808133382698198","0.776508891495519",
"Azerbaijan","AZE","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.07464575423746","5.09288142498822","3.68316850709437","2.73690130284","2.25423034135488","2.32404979925782","2.41235591259715","2.62510993144516","2.26786206311863","2.31394386334562","2.24332117101365","2.42076540964108","2.62593343727653","2.29986025154722","3.41935418481476","2.86313710971245","3.29121114577001","3.32570256871199","2.79053338043094","4.66955954072424","4.72265950550977","4.68044402701869",
"Burundi","BDI","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.15864283646127","3.39475962272905","3.50736029874457","3.68101633804944","3.59042559710276","3.86134272452622","4.53532195101673","4.20226931256704","5.85328772329913","6.35939323220537","6.57171414292854","6.25823451910408","4.86185018365691","6.07104080653122","5.44104157931752","5.53277978203228","4.90266162355144","4.43561734524992","3.51225471482019","3.41490014313953","2.7212308336386","","","","2.3861403100973","2.23794302282229",
"Belgium","BEL","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.55517260823273","2.39242325008156","2.28952144677842","2.22407144746446","1.78150882808433","1.68771643837932","1.63032652963453","1.56352950795231","1.5382144240672","1.47499018027658","1.433553054942","1.41411688860794","1.37125162843555","1.30598953822704","1.24488124488125","1.24349554782243","1.17856272336218","1.12050356748562","1.07706638982025","1.12353527984158","1.24085167809455","1.18825017832559","1.11301297671948","1.07133765551457","1.07036812362313","1.03581992829743",
"Benin","BEN","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.27937981020953","1.8988224505206","1.66782369558891","","","","","","","","","0.717824070303371","0.613226969475349","0.524000104531116","0.924930363345818","0.972206023186994","1.03139557067771","1.0258341760656","0.994373039694729","","0.97571358765288","","","","1.03700337574656","1.03530701754386",
"Burkina Faso","BFA","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.79675378503471","2.10931477331055","2.25018505067083","1.83171301872718","1.74453485288811","1.55631029127525","1.32094839736645","1.27974927472066","1.18655677209692","1.08495590594769","1.16029111759835","1.14216323959078","1.15657250304052","1.07952569519854","1.10398968786086","1.0461272101488","1.1849539910482","1.16779834837519","1.21333586377498","1.40883959130804","1.47316801319538","1.3178466647302","1.34814716780037","1.34023573621797","1.35683071984105","1.41005821839886",
"Bangladesh","BGD","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.25573644660964","1.24410789155152","1.11682761476471","1.17057769902867","1.32630744591871","1.30454396532156","1.60155286106003","1.40816341574244","1.48348996478218","1.49705641544037","1.48968487764209","1.48996049560964","1.43492537502293","1.3417662408143","1.25145954809829","1.26788167280535","1.19018623426337","1.16008060274017","1.1887583200454","1.20101109705046","1.11858729139735","1.22146366790112","1.41691713800021","1.46848730055647","1.42674102267908","1.36817745352614",
"Bulgaria","BGR","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.29518518319207","3.7452690131946","3.0213706705969","2.98804780876494","2.60956841753095","2.4923896499239","2.38078422348843","2.40285205892805","2.43071170529034","2.45306053444447","2.69854115466545","2.72276089414592","2.92749515329579","2.85337333961618","2.75328628173714","2.57384984129893","2.42064468253729","2.2613560628134","2.45079200126624","2.0030286717103","1.98326708050352","1.87204188132097","1.54830990487707","1.5738391815524","1.58099629650017",
"Bahrain","BHR","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.02837451397743","5.09396285330295","5.1056338028169","5.13913704237621","5.29556650246305","4.82790372551164","4.60017182840785","4.68309552592439","4.75090461408135","4.56582732027","4.77398814985694","4.94075134537543","3.5508310165235","3.73327346879098","4.14171252067413","4.20255536355463","3.64043596316411","3.04784555268331","2.91759339248077","2.71709708748577","2.56535214506166","3.32762458967697","3.02021335362608","3.02182023375308","3.13591930170611","3.77184017131455",
"Bahamas, The","BHS","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.62485355881032","2.41981434991274","1.99544228313058","1.58555000580788","1.4379558268246","1.27770653965928","1.25610888969668","1.41782046484554","1.31191216243491","1.16043613707165","1.19279644499883","1.13471936638489",
"Belarus","BLR","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.62249864791779","2.84171639670361","3.37207472517591","1.72978173449333","1.25104775249271","1.77193747187049","1.49538332442512","1.36811396270343","1.34664652171057","1.43828756434444","1.40024408626422","1.29906358027392","1.35822274853076","1.49845313530187","1.70941249195756","1.64976591437478","1.4538780868906","1.37294077073854","1.39047557669473","1.26599445345014","1.19806431723627","1.34613883019964",
"Belize","BLZ","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.32295966973642","1.21671480251291","1.18278663339689","1.05279554591877","1.0606131519463","1.1329862669625","1.44956555850985","1.27912799956","1.24401319456496","1.50833511770425","","1.0981998651979","0.818334836188759","0.879862515317836","0.84520204147051","0.886100873428586","0.89672448834901","0.961317537246455","1.0089120703109","1.06617590081364","1.36673968601679","1.2900635039223","1.09671076153021","1.03535930154466","0.963338632750397","1.03913991897787",
"Bermuda","BMU","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.1663938585964","2.82326076776116","2.69703401524389","2.51203710946567","1.92158549283087","2.2578965045374","2.10329909908999","1.99271927511267","2.28124833558921","2.6974311357364","2.13887419422327","2.06822874810229","2.26992485098668","2.03414365701169","2.15008779094375","1.92887401311631","1.77607401617087","1.57060995307844","1.68916980624116","1.96447597740013","1.99709603670089","1.66817082487015","1.46751633334242","1.46563981165062","1.45468990891636",
"Brazil","BRA","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.12849101627132","2.58461494794198","6.06123865975259","1.99051191741157","1.52895950484981","1.92947291546222","2.01599624291609","1.86213669557183","1.67601737038858","1.59943012116314","1.70146107940969","1.68056495827696","1.75950120476616","1.97229782449759","1.90983758531136","1.51939941692334","1.47350063018317","1.5405823289432","1.5060669352766","1.498754576167","1.47882530331073","1.58309985417071","1.58667510148975","1.49137765612724","1.51132922018518","1.39982641236043",
"Barbados","BRB","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.62997709980055","6.23437304161469","6.56636890769472","6.63017982799062","6.01614086573734","5.69791980705457","6.40717603716162","6.03576751117735","6.4189657562734","7.1012051315278","7.25663716814159","5.61754520969604","4.06921008393329","3.88621404429925","3.87075867842088","4.63928034180838","2.53272674322409","2.60967129924863","2.55681506435932","2.63835089525151","2.51496477578574","3.26045877024975","3.15995383977374","2.49091748972173","2.42623353205791","2.55981585200693",
"Bhutan","BTN","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Botswana","BWA","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.76359650936763","3.47627362779731","4.48077591157557","4.50396763165323","4.35533099372421","4.69231833482667","3.95291483742326","3.52289884247609","2.91035004871268","3.41012014535296","4.01106500691563","3.05582499388835","3.37951095293405","4.06974387121522","4.21606229660623","4.04232411526081","3.50647649389841","2.85899657257759","2.6951167703136","2.80107806273752","2.99075437123286","3.2662289475815","2.53667529581519","2.41840149468828","2.29408323342049","2.01814153877859",
"Sub-Saharan Africa (IFC classification)","CAA","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.56806934196677","1.64212531741423","1.49708784517113","1.25588265167931","1.16678191990947","1.21019207119553","","","","","","1.07744640294834","1.31773242970862","1.18918435501387","1.14020437519568","","1.12550729565143","1.58718333423865","1.81620016235082","2.59742642984842","","","",
"Canada","CAN","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.98087212327139","1.92612860737036","1.95045189160392","1.84105774004781","1.83804562379436","1.79249264758432","1.65373310415671","1.5077207599968","1.34655675226093","1.20160732036353","1.25073393613955","1.23372377962659","1.12132409854248","1.16237469510906","1.13290339625453","1.13705340525104","1.11318248373511","1.11567933877267","1.12985383188582","1.1947123060221","1.25390802041831","1.38135949616051","1.1966871888075","1.15164052951942","1.11864665678004","1.01166387688496",
"East Asia and the Pacific (IFC classification)","CEA","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central Europe and the Baltics","CEB","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.30204909502389","3.03477883486907","","","2.76510785832391","2.49655749270947","2.52203443495377","2.4217377431745","2.28459563420482","2.28840457108917","2.14475410057783","2.01189549370618","1.90696582829519","1.93927884064036","1.92316655842791","1.89169207246261","1.79053825575255","1.81803224373392","1.73973560592258","1.70220970695882","1.56713667794272","1.58321321432578","1.51932226610268","1.4552452514039","1.45766448426986","1.55978142636322",
"Europe and Central Asia (IFC classification)","CEU","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Switzerland","CHE","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.65539325641321","1.61297438014106","1.66226152750104","1.62684230120802","1.61001819597956","1.44469646450596","1.40909118001062","1.43384253853016","1.35867153091724","1.2848415730724","1.25285854665166","1.15033391712439","1.09364988638942","1.05224361823335","1.00562785060768","0.977424135951741","0.936288992557973","0.905679227216252","0.82159564378168","0.78235884939213","0.781717229850761","0.796036450939392","0.74947892690646","0.75491127809115","0.727548042487953","0.776509751132272",
"Channel Islands","CHI","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.17407205574705","3.44445960651866","3.27363981045314","2.85376281598937","2.6297528751758","2.70796313912275","2.65807074205007","2.56100282229576","2.51302217679646","2.56028948954221","2.6604718182543","2.80032533318082","2.65205454641956","2.61704658061837","2.50694683078681","2.34862582281794","2.47646480678628","2.41249672918118","2.41166070382135","2.28688278866468","2.53068972760434","2.18676667106301","2.16381023596828","2.16716543870784","2.0555430097645","1.96119782850288",
"China","CHN","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.58940523200016","2.62483748842252","2.44703080328676","2.55910488101862","2.07166343935637","1.80298474683631","1.72715181914656","1.75619535995266","1.68411914276682","1.77720317994622","1.89569116060085","1.85456661356222","2.07012582119435","2.17729697208684","2.12041051267423","2.07032424997458","2.04934244522533","2.08955088464121","2.05409642924387","2.0283689799885","2.24110793974717","2.07963484593036","2.0122423444102","2.03861589279586","2.05328265026878",
"Cote d'Ivoire","CIV","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.24914713002034","1.32900911803418","1.33360324964308","1.37400030261459","1.40588053436522","1.3456335777049","1.01126016318397","","0.845430400049173","0.798024290631677","","","","","","1.55306165728065","1.62622978045222","1.52933688691388","1.54164799766557","1.63374168394923","1.57367282442489","1.81986238830806","1.6913117432879","1.48768049701133","1.65079365079365","",
"Latin America and the Caribbean (IFC classification)","CLA","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East and North Africa (IFC classification)","CME","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cameroon","CMR","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.24900949973055","1.37158065156369","1.495615603954","1.50880184525533","1.46784341580162","1.34614688428539","1.41362864562525","1.25336695133044","1.2872888695962","1.42179178028681","1.48725749924111","1.49027405718397","1.25878930910332","1.40198032705832","0.685737451366851","1.38941518251863","1.40390768037292","1.34863308036939","1.42743009320905","1.45012296940659","1.45828849551986","1.54786728624017","1.57085703361491","1.36366486030735","1.33925268220496","1.34135379935007",
"Congo, Rep.","COG","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.38524630181126","1.66444961755903","1.90609311940152","1.63083312973369","1.30669324446382","1.09014000890516","1.26386444592486","1.19423123635021","","1.11258573388299","","","",
"Colombia","COL","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.14809073944444","1.72542384937698","2.20979485886035","2.2101607794291","2.49738580099219","3.00695933401865","2.50840842492356","2.83162627876616","4.44537608353311","2.80179937307233","3.4409778550083","3.76274193373332","3.03168353865852","3.32387281880532","3.41712762358197","3.46398869081496","3.46501517406307","3.35287338750456","3.27613063886762","3.26673966297973","3.70974427551673","3.86329454054022","3.63114856383642","3.07278341135743","3.16106161177325","3.43820444135015",
"Comoros","COM","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cabo Verde","CPV","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.92145885374675","","","","0.99615632090344","0.557769741395354","0.843963057957245","1.27407720020129","0.84902738861097","0.836178851024502","0.864732817228463","0.844799646142495","1.26126169804353","0.82444204185866","0.728441125858841","0.710453146200863","0.698044078307636","0.712416821855184","0.630491125888746","0.52470316935493","0.479590098424777","0.490877611477521","0.497948605242404","0.519185527703415","","0.500791058487292",
"Costa Rica","CRI","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Asia (IFC classification)","CSA","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.732197019073315","","","","","",
"Cuba","CUB","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.12090321826698","6.53027153980489","6.40627829058045","6.51073069424541","","1.81249513228","","","","","","","","","","3.50681726390262","3.41074476216403","3.86922488873047","3.23839968450251","3.22847611490781","3.32531879972766","3.38119684058648","3.32668928193567","3.28868788095067","","",
"Curacao","CUW","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.68881978954745","5.36805852482005","7.3740356066831","7.26477616181254","9.1292860227529","4.07495257580847","4.02398920754923","3.23060641541535","4.79238737674574","6.00499018833583","5.06792247309218","2.96825662508861","3.02535161254074","3.38731813344223","2.30426061800995","2.16815384615385","2.14168678375492","2.24330854626983","2.1059625142776","1.8577996095472","1.79325504714525","2.00047208780833","2.06699112510736","1.92974605660588","1.82277852394443","",
"Czech Republic","CZE","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.07723792092745","2.04091502635779","1.84360973243371","1.73191604104282","1.66202987494456","1.82592696971211","1.93985825186608","1.96810584682083","1.83691864228605","1.90548893294333","1.97886468060981","1.79166672356557","1.8756081405469","1.65119657913159","1.50028408990073","1.29474216761152","1.37867224052063","1.25844131177985","1.14518461443097","1.13039096436073","1.08278532769621",
"Germany","DEU","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.58840442120358","2.4820817684467","2.46836224058456","2.18493418480386","2.03275903906819","1.8539100713065","1.69139266075637","1.6315390857452","1.59989333333333","1.53984105406253","1.52176353523499","1.52999700029997","1.49225885225885","1.45810932965412","1.46177656880218","1.44633294528522","1.39408844559821","1.37565186117605","1.31228661567051","1.28021412394482","1.32686555097421","1.43926375200067","1.3997995991984","1.32687076133185","1.35643564356436","1.34201490356517",
"Djibouti","DJI","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.84748568342016","7.59690316080839","6.87911907469007","6.8713259943467","7.0338155153541","6.66573298916049","6.24603042908558","5.94872026770372","4.96497522637963","5.28230500582072","5.19277606727632","4.99513501769132","4.72105939552066","4.55025331611138","5.62468349851696","6.71367991431962","5.60844772967265","6.32846060394318","6.44004537304695","4.07119109713125","3.63084443743594","","","","","",
"Dominica","DMA","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.04929593171463","1.98409295145479","1.95075703504915","1.95468015000635","1.88937728533689","1.9071976696874","1.77010988336089","1.71331329171346","1.67332405786694","1.64537361378983","1.6389441524903","1.60102449745483","1.494555872154","1.57358692014366","1.54938637189789","1.5046166565169","1.46237160512352","1.34605441036669","1.42021096319758","1.3408531060649","1.3923493228197","1.39669267595312","1.4390492093695","1.35391034466978","1.40322373905965","1.3763541792253",
"Dominican Republic","DOM","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.879743034786666","0.799660361118173","0.67655858211558","0.34838688768979","0.559476285771602","0.750284670457341","0.72686382597272","0.544012404241022","0.630363596630591","0.783095058411458","0.779998123892486","0.816302070166487","1.04326041155091","1.24807199830382","1.09053817929733","0.777360240612736","0.70800214028739","0.814214089776295","0.7245744018395","0.670937611305236","0.737804495829999","0.69021075403991","0.696094588102498","0.628791991777669","0.606918979963473","0.611585846282408",
"Algeria","DZA","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.74535042784505","1.53555395926921","1.4573587554321","1.23149796248609","2.19423769908935","2.55574614738529","3.13778074200812","2.95388320341583","3.09338520538001","3.63283228608796","3.95689793175291","3.76752507239682","3.44367652668923","3.83240278099018","3.69242473417803","3.25570346413132","3.28502466053376","2.82994500755648","2.64654950286156","2.91888501928132","3.02434776522206","3.85231767018087","3.5191406518711","4.3457876421571","4.56352877039788","4.95146811928914",
"East Asia & Pacific (developing only)","EAP","Military expenditure (% of GDP)","MS.MIL.XPND.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.35957596171757","2.35206434137754","2.2324736170018","2.28707728383952","1.95528564793794","1.84018199365239","1.76351504672805","1.73819134724437","1.63695419459027","1.69831828362507","1.74577780459734","1.79371579597411","1.85974817149873","1.95739629484884","1.9487498767609","1.87774748013501","1.84187184700146","1.85715244549064","1.87224331692492","1.85485571854893","2.0460845427764","1.88069850187792","1.83888992816739","1.87941992110149","1.91264457123473",
